1.8537049,0.41268933,-0.39046
2.2036893,-0.034876622,1.7468548
0.4102931,-0.30503908,-1.0703049
-1.2400327,1.2065117,-1.4267626
-0.23359776,0.37962687,-0.40433598
-0.8469914,-1.2117735,0.7135105
-0.8689001,-0.5048061,-0.50119877
1.4862919,-1.0089324,0.5916958
2.0827835,-0.2554777,1.8516054
0.6637051,0.27898967,0.6156454
0.9348595,-0.6829845,0.1609869
2.1463358,-1.3259273,0.04515457
0.8385284,-1.1025074,-2.4020624
1.4941301,0.5509629,2.4797182
-0.39689255,0.39130372,-1.0893736
1.4953208,-1.028235,-2.499442
0.49627876,-1.2529273,-0.82058907
0.57606983,-0.84237325,-2.0883846
-0.7427151,-0.41227186,-0.7561226
-1.5100694,-0.19542336,1.7167082
-0.8699467,-0.20134497,2.0118027
-0.80419445,-0.4025653,-0.65705585
-0.43095326,-0.25816533,-1.3224783
0.19664848,-1.2853559,0.96006584
-0.92422557,0.16522503,0.07671833
-0.58209217,-1.004791,-1.7824545
-1.5250256,-0.69027483,-0.06531525
-1.9942832,-1.7698946,-0.270689
-3.1788907,-0.48752335,-0.8892479
-0.068268955,-1.1126525,-0.11041641
-0.5632119,-1.1016656,0.73020744
-1.1916065,0.09466249,1.2924738
-1.2750411,0.9459782,1.6630135
-0.68388796,0.97559047,0.74369717
-0.6369219,0.6596611,0.16412735
-0.9950447,1.4440002,-0.23129082
0.11779761,-0.3836246,-1.2627239
0.76699924,0.5035119,-0.8953867
0.29468918,-0.06875849,0.54208565
0.8610054,-0.8971373,0.7166519
0.4130696,-0.15150803,0.60677624
-0.5376725,0.09851138,-1.078475
-0.18725723,0.10436213,0.1277914
-0.2544701,0.40418208,-1.0199661
0.8478865,-0.3078494,-0.44521618
0.70082617,-0.0046881437,-1.1410446
0.4386214,-0.06708276,1.1362906
-0.14395618,0.39189017,0.91913605
1.1756704,-0.4861573,0.7784672
1.8442934,-1.2881598,2.2414799
1.4585016,-0.5307219,1.3686733
1.4027803,-0.51974297,0.4950943
1.2885005,-0.6520276,-0.58576775
1.5321916,-1.4161859,-0.33185768
1.2602571,-1.2302904,-1.058671
0.75981796,-1.076185,0.28272533
0.1727978,-1.7299523,-0.3982687
-1.7489722,-0.04013467,-0.28003025
-2.4786055,0.078237295,-1.7022161
-1.8197291,0.4400198,0.33909512
-4.235629,1.6201134,0.09634209
2.254052,0.5009513,-1.8936758
2.7725358,1.330585,-1.1257248
1.2423053,-1.1278169,0.98325825
-3.24341,-2.1775355,2.1425161
-1.4369853,-1.6222281,0.024249077
-1.0337346,-0.55495644,-0.0373106
2.1021218,-0.67911553,4.3228483
-0.060016632,-2.0095987,1.3165598
-3.053288,-2.1382964,-0.40747452
-1.8684611,-0.8621826,0.15132046
0.03471279,-0.7784152,-0.7930734
0.44673634,-0.0015246868,-1.0306214
0.9843073,-0.13251781,-0.7201849
0.96712875,-0.11041117,-0.42779446
2.3036642,0.36613274,0.95745564
0.3318243,-0.010702014,0.94765186
-0.13943386,0.023359358,1.8935843
0.007264614,0.0058758855,0.52164173
-0.095538616,-0.011579037,0.31551743
0.8561034,0.16556537,-0.32371712
1.262362,0.5216812,-0.26083183
1.0917192,0.37610734,-1.4785585
0.1957004,0.008693099,-1.824091
0.6050002,0.4035917,0.65359974
0.7298913,-0.067640245,-1.3923998
0.23328233,-0.09052229,-0.9931345
0.5997963,9.7072124E-4,-0.11201477
1.1142888,0.3039496,0.115094185
0.6904931,-0.25189805,0.3477211
-0.10807514,-0.3861866,0.48396778
-1.384695,-0.7620199,-0.21232128
-0.42736888,-0.03703046,0.089105606
0.06951189,0.22954631,0.22093582
0.055137396,0.11973047,-0.18400288
0.4608369,0.4232087,1.1328392
0.72411394,0.5420804,-0.19311905
-0.9004152,-0.19521594,-1.1320429
-0.6208632,-0.3746872,0.26125813
0.12329912,0.004197359,1.1457863
3.894419,1.322242,3.3893623
0.43165767,-0.6143594,-2.103528
-1.952231,-1.2124081,-2.0605164
-2.7713506,-0.6490388,0.34516525
0.7399935,0.36031008,0.20288944
1.0447643,0.42899895,0.7440624
0.1949436,0.04859996,0.51673603
-0.5230106,-0.033056974,-0.4026823
1.3222134,0.39959383,1.1356773
1.3271078,0.5586028,1.1045713
-2.8748798,-0.3475964,-3.8776598
-0.3340435,-0.15422505,-0.28519297
1.3024697,0.3536659,1.9549189
1.1064343,0.34790277,-2.0220861
-1.054358,-0.35442185,0.93442297
-3.4121976,-1.4400939,3.671277
0.9059005,0.13422859,-5.5964823
2.08945,2.7873259,7.287632
-0.86604583,0.74353033,-3.8470936
-0.54309297,-0.6919259,0.20581818
1.0061804,-0.63781774,-1.9475002
2.8726864,-0.37311983,-0.81857777
-1.4367665,-1.417323,2.0716782
-1.8783915,0.74852884,-3.6497526
1.0371389,0.8944448,-2.0559578
1.0708083,-1.4811007,0.45274162
0.51365876,0.06582272,-0.13111019
0.7989941,-0.20166343,-0.12972832
0.74956995,-0.03353122,0.6814766
0.26297766,0.14675456,0.0016098022
0.26065302,0.10986999,-0.031772614
0.24280095,0.12770918,0.004463196
0.21656534,0.10153112,0.019916534
0.16706863,0.076171204,-0.004901886
0.103547096,0.103851095,-0.0013113022
0.10851973,0.065442264,-0.015375137
0.10853785,0.0890176,-3.1852722E-4
0.08134779,0.054054067,0.05341339
0.06468165,0.071926385,0.026062965
